Program Version:,EnergyPlus, Version 9.4.0-217a24fc09, YMD=2023.03.13 17:27
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,20YO_WICK (01-01:31-12) ** ABERDEEN/DYCE - GBR IWEC Data WMO#=030910

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,35601.41,143.95,143.95
,Net Site Energy,35601.41,143.95,143.95
,Total Source Energy,114598.54,463.37,463.37
,Net Source Energy,114598.54,463.37,463.37


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,247.31
,Net Conditioned Building Area,247.31
,Unconditioned Building Area,0.00


End Uses

,,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7772.77,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1078.37,0.00,0.00
,Interior Lighting,11741.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,13538.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1470.72,23.03
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,25279.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1078.37,9243.48,23.03
Note: District heat appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,12306_FLOOR_0_0_10021,4,0.40,2.934,14.000,0.48,0.48,45.00,180.00,
,12306_FLOOR_0_0_10022,4,0.40,2.934,14.000,0.05,0.05,45.00,180.00,
,12306_FLOOR_0_0_10057,4,0.40,2.934,14.000,0.59,0.59,45.00,180.00,
,12313_PARTITION_6_0_10079,14,0.50,1.696,2.857,15.56,15.56,45.00,90.00,E
,12313_PARTITION_5_0_10159,14,0.50,1.696,2.857,1.39,1.39,135.00,90.00,S
,12313_PARTITION_4_0_10161,14,0.50,1.696,2.857,6.54,6.54,135.00,90.00,S
,12313_PARTITION_1_0_0,5,0.30,0.342,0.372,1.39,1.39,225.00,90.00,W
,12313_PARTITION_2_0_0,5,0.30,0.342,0.372,0.51,0.51,315.00,90.00,N
,12313_PARTITION_3_0_0,5,0.30,0.342,0.372,0.51,0.51,135.00,90.00,S
,12313_PARTITION_7_0_0,14,0.50,1.696,2.857,7.93,7.93,315.00,90.00,N
,12313_PARTITION_8_0_0,5,0.30,0.342,0.372,1.85,1.85,225.00,90.00,W
,12313_FLOOR_0_0_10013,4,0.40,2.934,14.000,0.11,0.11,45.00,180.00,
,12313_FLOOR_0_0_10023,4,0.40,2.934,14.000,2.01,2.01,45.00,180.00,
,12313_FLOOR_0_0_10024,4,0.40,2.934,14.000,1.95,1.95,45.00,180.00,
,12313_FLOOR_0_0_10031,4,0.40,2.934,14.000,4.60,4.60,45.00,180.00,
,12313_FLOOR_0_0_10032,4,0.40,2.934,14.000,3.65,3.65,45.00,180.00,
,12332_PARTITION_9_0_10131,6,0.50,0.342,0.372,3.43,3.43,45.00,90.00,E
,12332_PARTITION_8_0_10162,6,0.50,0.342,0.372,2.59,2.59,45.00,90.00,E
,12332_PARTITION_6_0_10163,6,0.50,0.342,0.372,1.39,1.39,45.00,90.00,E
,12332_PARTITION_5_0_10164,6,0.50,0.342,0.372,0.51,0.51,135.00,90.00,S
,12332_PARTITION_7_0_10165,6,0.50,0.342,0.372,0.51,0.51,315.00,90.00,N
,12332_PARTITION_4_0_10167,6,0.50,0.342,0.372,1.85,1.85,45.00,90.00,E
,12332_PARTITION_3_0_0,6,0.50,0.342,0.372,6.00,6.00,45.00,90.00,E
,12332_FLOOR_1_0_10007,12,0.50,0.242,0.259,3.13,3.13,45.00,180.00,
,12332_FLOOR_1_0_10014,12,0.50,0.242,0.259,0.86,0.86,45.00,180.00,
,12332_FLOOR_1_0_10015,12,0.50,0.242,0.259,0.53,0.53,45.00,180.00,
,12332_FLOOR_1_0_10025,12,0.50,0.242,0.259,0.37,0.37,45.00,180.00,
,12332_FLOOR_1_0_10033,12,0.50,0.242,0.259,0.35,0.35,45.00,180.00,
,12332_FLOOR_1_0_10034,12,0.50,0.242,0.259,5.87,5.87,45.00,180.00,
,12344_PARTITION_5_0_10077,14,0.50,1.696,2.857,4.24,4.24,135.00,90.00,S
,12344_PARTITION_4_0_10078,14,0.50,1.696,2.857,3.74,3.74,45.00,90.00,E
,12344_PARTITION_7_0_10086,14,0.50,1.696,2.857,1.17,1.17,135.00,90.00,S
,12344_PARTITION_7_0_10087,14,0.50,1.696,2.857,5.24,5.24,135.00,90.00,S
,12344_PARTITION_6_0_10088,14,0.50,1.696,2.857,1.18,1.18,225.00,90.00,W
,12344_PARTITION_9_0_10133,5,0.30,0.342,0.372,5.94,5.94,45.00,90.00,E
,12344_PARTITION_8_0_10137,14,0.50,1.696,2.857,0.26,0.26,45.00,90.00,E
,12344_PARTITION_8_0_10138,14,0.50,1.696,2.857,1.23,1.23,45.00,90.00,E
,12344_PARTITION_3_0_10166,13,0.50,1.696,2.857,7.93,7.93,135.00,90.00,S
,12344_PARTITION_2_0_10168,5,0.30,0.342,0.372,6.00,6.00,225.00,90.00,W
,12344_FLOOR_0_0_10035,4,0.40,2.934,14.000,2.67,2.67,45.00,180.00,
,12344_FLOOR_0_0_10036,4,0.40,2.934,14.000,16.37,16.37,45.00,180.00,
,12344_FLOOR_0_0_10037,4,0.40,2.934,14.000,1.15,1.15,45.00,180.00,
,12344_FLOOR_0_0_10104,4,0.40,2.934,14.000,3.42,3.42,45.00,180.00,
,12344_FLOOR_0_0_10108,4,0.40,2.934,14.000,3.49,3.49,45.00,180.00,
,12344_FLOOR_0_0_10113,4,0.40,2.934,14.000,1.90,1.90,45.00,180.00,


Exterior Fenestration

,,Construction,Glass Area [m2],Frame Area [m2],Divider Area [m2],Area of One Opening [m2],Area of Multiplied Openings [m2],Glass U-Factor [W/m2-K],Glass SHGC,Glass Visible Transmittance,Frame Conductance [W/m2-K],Divider Conductance [W/m2-K],Shade Control,Parent Surface,Azimuth [deg],Tilt [deg],Cardinal Direction
,14126_WALL_3_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.26,0.09,0.02,0.38,0.38,1.440,0.599,0.771,9.500,9.500,No,14126_WALL_3_0_0,225.00,90.00,W
,14126_WALL_4_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.88,0.16,0.04,1.08,1.08,1.440,0.599,0.771,9.500,9.500,No,14126_WALL_4_0_0,135.00,90.00,S
,14126_WALL_5_0_0_1_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.71,0.15,0.04,0.90,0.90,1.440,0.599,0.771,9.500,9.500,No,14126_WALL_5_0_0,45.00,90.00,E
,14135_WALL_3_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,1.68,0.22,0.05,1.95,1.95,1.440,0.599,0.771,9.500,9.500,No,14135_WALL_3_0_0,225.00,90.00,W
,14135_WALL_4_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.76,0.17,0.04,0.96,0.96,1.440,0.599,0.771,9.500,9.500,No,14135_WALL_4_0_0,135.00,90.00,S
,14144_WALL_5_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.77,0.16,0.04,0.97,0.97,1.440,0.599,0.771,9.500,9.500,No,14144_WALL_5_0_0,225.00,90.00,W
,14153_WALL_3_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.77,0.16,0.04,0.97,0.97,1.440,0.599,0.771,9.500,9.500,No,14153_WALL_3_0_0,225.00,90.00,W
,14164_WALL_2_0_0_0_0_1_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.76,0.16,0.04,0.95,0.95,1.440,0.599,0.771,9.500,9.500,No,14164_WALL_2_0_0,315.00,90.00,N
,14164_WALL_2_0_0_1_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.22,0.09,0.02,0.33,0.33,1.440,0.599,0.771,9.500,9.500,No,14164_WALL_2_0_0,315.00,90.00,N
,14164_WALL_3_0_0_0_0_1_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,2.75,0.29,0.07,3.11,3.11,1.440,0.599,0.771,9.500,9.500,No,14164_WALL_3_0_0,225.00,90.00,W
,14164_WALL_3_0_0_1_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,3.46,0.31,0.08,3.84,3.84,1.440,0.599,0.771,9.500,9.500,No,14164_WALL_3_0_0,225.00,90.00,W
,14199_WALL_6_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,1.67,0.22,0.05,1.94,1.94,1.440,0.599,0.771,9.500,9.500,No,14199_WALL_6_0_0,45.00,90.00,E
,14236_WALL_2_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.76,0.16,0.04,0.95,0.95,1.440,0.599,0.771,9.500,9.500,No,14236_WALL_2_0_0,315.00,90.00,N
,14236_WALL_9_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.76,0.16,0.04,0.95,0.95,1.440,0.599,0.771,9.500,9.500,No,14236_WALL_9_0_0,45.00,90.00,E
,14247_WALL_7_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,2.04,0.24,0.06,2.34,2.34,1.440,0.599,0.771,9.500,9.500,No,14247_WALL_7_0_0,135.00,90.00,S
,14247_WALL_8_0_0_0_0_1_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,3.54,0.31,0.08,3.93,3.93,1.440,0.599,0.771,9.500,9.500,No,14247_WALL_8_0_0,45.00,90.00,E
,14247_WALL_8_0_0_1_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.62,0.15,0.03,0.80,0.80,1.440,0.599,0.771,9.500,9.500,No,14247_WALL_8_0_0,45.00,90.00,E
,14247_WALL_9_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,3.11,0.31,0.08,3.50,3.50,1.440,0.599,0.771,9.500,9.500,No,14247_WALL_9_0_0,315.00,90.00,N
,12212_ROOF_5_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.16,0.07,0.02,0.25,0.25,1.440,0.599,0.771,9.500,9.500,No,12212_ROOF_5_0_0,315.00,45.00,
,12219_ROOF_5_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.26,0.09,0.02,0.38,0.38,1.440,0.599,0.771,9.500,9.500,No,12219_ROOF_5_0_0,225.00,45.00,
,12236_WALL_8_1_7_0_7_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,1.02,0.17,0.04,1.23,1.23,1.440,0.599,0.771,9.500,9.500,No,12236_WALL_8_1_7,135.00,90.00,S
,12236_WALL_11_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.56,0.14,0.03,0.73,0.73,1.440,0.599,0.771,9.500,9.500,No,12236_WALL_11_0_0,45.00,90.00,E
,12236_ROOF_18_0_11_0_11_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.14,0.07,0.02,0.22,0.22,1.440,0.599,0.771,9.500,9.500,No,12236_ROOF_18_0_11,135.00,45.00,
,12262_WALL_4_0_7_0_7_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,1.10,0.18,0.04,1.32,1.32,1.440,0.599,0.771,9.500,9.500,No,12262_WALL_4_0_7,45.00,90.00,E
,12306_ROOF_5_0_0_0_0_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.26,0.09,0.02,0.38,0.38,1.440,0.599,0.771,9.500,9.500,No,12306_ROOF_5_0_0,225.00,45.00,
,12313_WALL_17_0_7_0_7_0_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.96,0.17,0.04,1.16,1.16,1.440,0.599,0.771,9.500,9.500,No,12313_WALL_17_0_7,225.00,90.00,W
,12344_WALL_1_0_0_0_0_1_WIN,1.44TIMBER FRAME 20YO DBL LOE (E2=.1) CLR 3MM/13MM AIR - 1001,0.87,0.16,0.04,1.07,2.15,1.440,0.599,0.771,9.500,9.500,No,12344_WALL_1_0_0,315.00,90.00,N
,Total or Average,,,,,,37.68,1.440,0.599,0.771,,,,,,,
,North Total or Average,,,,,,7.88,1.440,0.599,0.771,,,,,,,
,Non-North Total or Average,,,,,,29.80,1.440,0.599,0.771,,,,,,,


Interior Fenestration

,,Construction,Area of One Opening [m2],Area of Openings [m2],Glass U-Factor [W/m2-K],Glass SHGC,Glass Visible Transmittance,Parent Surface
,12262_PARTITION_2_0_9_0_9_0_WIN,PROJECT INTERNAL GLAZING - 1002,1.23,1.23,2.178,0.682,0.738,12262_PARTITION_2_0_9
,12286_PARTITION_4_0_0_0_0_0_WIN_10155,PROJECT INTERNAL GLAZING - 1002,1.23,1.23,2.178,0.682,0.738,12286_PARTITION_4_0_10153
,Total or Average,,,2.47,2.178,0.682,0.738,


Exterior Door

,,Construction,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Parent Surface
,14126_WALL_5_0_0_0_0_1_DOOR,9,2.995,5.429,5.82,14126_WALL_5_0_0
,14207_WALL_5_0_0_0_0_0_DOOR,9,2.995,5.429,2.11,14207_WALL_5_0_0
,14229_WALL_2_0_0_0_0_0_DOOR,9,2.995,5.429,2.02,14229_WALL_2_0_0


Interior Door

,,Construction,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Parent Surface
,None,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,Lighting Summary
FOR:,Entire Facility
Interior Lighting

,,Zone,Lighting Power Density [W/m2],Zone Area [m2],Total Power [W],End Use Subcategory,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Return Air Fraction,Conditioned (Y/N),Consumption [kWh]
,14135 GENERAL LIGHTING,14135,5.0000,11.54,57.71,ELECTRIC EQUIPMENT#14135#GeneralLights,3330,49.00,49.00,49.00,0.0000,Y,147.45
,14144 GENERAL LIGHTING,14144,7.5000,3.43,25.75,ELECTRIC EQUIPMENT#14144#GeneralLights,3335,49.00,49.00,49.00,0.0000,Y,65.80
,14153 GENERAL LIGHTING,14153,5.0000,3.92,19.60,ELECTRIC EQUIPMENT#14153#GeneralLights,3325,56.00,56.00,56.00,0.0000,Y,57.23
,14164 GENERAL LIGHTING,14164,15.0000,32.01,480.21,ELECTRIC EQUIPMENT#14164#GeneralLights,6073,117.01,123.93,116.93,0.0000,Y,2927.84
,14175 GENERAL LIGHTING,14175,5.0000,30.18,150.91,ELECTRIC EQUIPMENT#14175#GeneralLights,3355,68.95,69.71,69.71,0.0000,Y,548.57
,14199 GENERAL LIGHTING,14199,15.0000,9.57,143.56,ELECTRIC EQUIPMENT#14199#GeneralLights,6073,117.01,123.93,116.93,0.0000,Y,875.27
,14207 GENERAL LIGHTING,14207,5.0000,4.80,24.01,ELECTRIC EQUIPMENT#14207#GeneralLights,3355,68.95,69.71,69.71,0.0000,Y,87.29
,14218 GENERAL LIGHTING,14218,15.0000,5.01,75.13,ELECTRIC EQUIPMENT#14218#GeneralLights,6073,117.01,123.93,116.93,0.0000,Y,458.04
,14229 GENERAL LIGHTING,14229,5.0000,2.68,13.41,ELECTRIC EQUIPMENT#14229#GeneralLights,3355,68.95,69.71,69.71,0.0000,Y,48.76
,14236 GENERAL LIGHTING,14236,15.0000,4.49,67.33,ELECTRIC EQUIPMENT#14236#GeneralLights,6073,117.01,123.93,116.93,0.0000,Y,410.54
,14247 GENERAL LIGHTING,14247,2.5000,43.65,109.13,ELECTRIC EQUIPMENT#14247#GeneralLights,3350,49.00,49.00,49.00,0.0000,Y,278.82
,12212 GENERAL LIGHTING,12212,7.5000,4.90,36.75,ELECTRIC EQUIPMENT#12212#GeneralLights,3335,49.00,49.00,49.00,0.0000,Y,93.89
,12219 GENERAL LIGHTING,12219,15.0000,6.23,93.40,ELECTRIC EQUIPMENT#12219#GeneralLights,6073,117.01,123.93,116.93,0.0000,Y,569.44
,12236 GENERAL LIGHTING,12236,15.0000,25.10,376.49,ELECTRIC EQUIPMENT#12236#GeneralLights,6073,117.01,123.93,116.93,0.0000,Y,2295.49
,12286 GENERAL LIGHTING,12286,5.0000,17.78,88.90,ELECTRIC EQUIPMENT#12286#GeneralLights,3330,49.00,49.00,49.00,0.0000,Y,227.13
,12306 GENERAL LIGHTING,12306,7.5000,4.84,36.28,ELECTRIC EQUIPMENT#12306#GeneralLights,3335,49.00,49.00,49.00,0.0000,Y,92.70
,12313 GENERAL LIGHTING,12313,7.5000,11.66,87.42,ELECTRIC EQUIPMENT#12313#GeneralLights,3335,49.00,49.00,49.00,0.0000,Y,223.35
,12344 GENERAL LIGHTING,12344,15.0000,25.52,382.76,ELECTRIC EQUIPMENT#12344#GeneralLights,6073,117.01,123.93,116.93,0.0000,Y,2333.69
,Interior Lighting Total,,9.1736,247.31,2268.75,,,,,,,,11741.31


Daylighting

,,Zone,Control Name,Daylighting Method,Control Type,Fraction Controlled,Lighting Installed in Zone [W],Lighting Controlled [W]
,None,,,,,,,


Exterior Lighting

,,Total Watts,Astronomical Clock/Schedule,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Consumption [kWh]
,Exterior Lighting Total,0.00,,,,,,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Equipment Summary
FOR:,Entire Facility
Central Plant

,,Type,Nominal Capacity [W],Nominal Efficiency [W/W],IPLV in SI Units [W/W],IPLV in IP Units [Btu/W-h]
,None,,,,,


Cooling Coils

,,Type,Design Coil Load [W],Nominal Total Capacity [W],Nominal Sensible Capacity [W],Nominal Latent Capacity [W],Nominal Sensible Heat Ratio,Nominal Efficiency [W/W],Nominal Coil UA Value [W/C],Nominal Coil Surface Area [m2]
,None,,,,,,,,,


DX Cooling Coils

,,DX Cooling Coil Type,Standard Rated Net Cooling Capacity [W],Standard Rated Net COP [W/W],EER [Btu/W-h],SEER User [Btu/W-h],SEER Standard [Btu/W-h],IEER [Btu/W-h]
,None,,,,,,,


DX Cooling Coil ASHRAE 127 Standard Ratings Report

,,DX Cooling Coil Type,Rated Net Cooling Capacity Test A [W],Rated Electric Power Test A [W],Rated Net Cooling Capacity Test B [W],Rated Electric Power Test B [W],Rated Net Cooling Capacity Test C [W],Rated Electric Power Test C [W],Rated Net Cooling Capacity Test D [W],Rated Electric Power Test D [W]
,None,,,,,,,,,


DX Heating Coils

,,DX Heating Coil Type,High Temperature Heating (net) Rating Capacity [W],Low Temperature Heating (net) Rating Capacity [W],HSPF [Btu/W-h],Region Number
,None,,,,,


Heating Coils

,,Type,Design Coil Load [W],Nominal Total Capacity [W],Nominal Efficiency [W/W]
,None,,,,


Fans

,,Type,Total Efficiency [W/W],Delta Pressure [pa],Max Air Flow Rate [m3/s],Rated Electricity Rate [W],Rated Power Per Max Air Flow Rate [W-s/m3],Motor Heat In Air Fraction,Fan Energy Index,End Use Subcategory,Design Day Name for Fan Sizing Peak,Date/Time for Fan Sizing Peak
,None,,,,,,,,,,,


Pumps

,,Type,Control,Head [pa],Water Flow [m3/s],Electricity Rate [W],Power Per Water Flow Rate [W-s/m3],Motor Efficiency [W/W],End Use Subcategory
,None,,,,,,,,


Service Water Heating

,,Type,Storage Volume [m3],Input [W],Thermal Efficiency [W/W],Recovery Efficiency [W/W],Energy Factor
,None,,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,HVAC Sizing Summary
FOR:,Entire Facility
Zone Sensible Cooling

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,14135,548.74,631.05,54.67,0.033,0.038,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 20:00:00,25.00,25.00,0.00828,16.75,0.00984,0.003,0.00
,14144,400.71,460.82,134.20,0.025,0.029,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) AUG,8/15 17:30:00,25.00,25.00,0.00786,18.87,0.00996,0.001,0.00
,14153,399.22,459.10,117.11,0.025,0.029,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) AUG,8/15 16:30:00,25.00,25.00,0.00789,19.45,0.00996,0.001,0.00
,14164,2333.14,2683.11,83.81,0.137,0.157,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) AUG,8/15 16:30:00,26.00,26.00,0.00801,19.45,0.00996,0.011,0.00
,14175,550.50,633.08,20.98,0.035,0.040,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 17:30:00,25.00,25.00,0.00879,18.83,0.00985,0.005,0.00
,14199,383.41,440.93,46.07,0.022,0.026,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 08:00:00,26.00,26.00,0.00824,15.14,0.00984,0.003,0.00
,14207,75.28,86.57,18.02,0.005,0.005,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 09:00:00,25.00,25.00,0.00886,16.41,0.00984,0.001,0.00
,14218,237.87,273.55,54.62,0.013,0.015,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 06:00:00,26.00,26.01,0.00865,13.53,0.00971,0.002,0.00
,14229,171.79,197.56,73.64,0.011,0.012,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 20:00:00,25.00,25.00,0.00795,16.75,0.00984,0.000,0.00
,14236,213.55,245.59,54.71,0.013,0.014,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 17:00:00,26.00,26.00,0.00816,19.16,0.00985,0.002,0.00
,14247,1041.70,1197.95,27.44,0.063,0.072,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 14:00:00,25.00,24.99,0.00875,20.10,0.00985,0.008,0.00
,12212,187.56,215.69,44.02,0.012,0.014,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 17:30:00,25.00,25.00,0.00816,18.83,0.00985,0.001,0.00
,12219,326.69,375.69,60.34,0.019,0.022,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 17:00:00,26.00,26.00,0.00806,19.16,0.00985,0.002,0.00
,12236,1048.10,1205.31,48.02,0.061,0.071,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 12:30:00,26.00,26.00,0.00816,19.50,0.00985,0.009,0.00
,12286,373.65,429.70,24.17,0.024,0.027,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 20:30:00,25.00,25.00,0.00868,16.45,0.00984,0.004,0.00
,12306,247.63,284.77,58.86,0.016,0.018,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 17:30:00,25.00,25.00,0.00803,18.83,0.00985,0.001,0.00
,12313,645.10,741.86,63.65,0.041,0.047,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 17:30:00,25.00,25.00,0.00803,18.83,0.00985,0.003,0.00
,12344,1112.44,1279.30,50.13,0.062,0.071,SUMMER DESIGN DAY IN 20YO_WICK (01-01:31-12) JUL,7/15 06:00:00,26.00,26.00,0.00881,13.53,0.00971,0.009,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Heating

